"
forgave PAST_VERB_ORULE forgive
forgiven PSP_VERB_ORULE forgive
forgiven PASSIVE_ORULE forgive
forgiven DATIVE_PASSIVE_ORULE forgive
forgot PAST_VERB_ORULE forget
forgotten PSP_VERB_ORULE forget
forgotten PASSIVE_ORULE forget
forgotten CP_PASSIVE_ORULE forget
former PLUR_NOUN_ORULE former
formulae PLUR_NOUN_ORULE formula
formulas PLUR_NOUN_ORULE formula
forsaw PAST_VERB_ORULE forsee
forseen PSP_VERB_ORULE forsee
forseen PASSIVE_ORULE forsee
forsook PAST_VERB_ORULE forsake
forsaken PSP_VERB_ORULE forsake
forsaken PASSIVE_ORULE forsake
forums PLUR_NOUN_ORULE forum
fought PAST_VERB_ORULE fight
fought PSP_VERB_ORULE fight
fought PASSIVE_ORULE fight
found PAST_VERB_ORULE find
found PSP_VERB_ORULE find
found PASSIVE_ORULE find
found CP_PASSIVE_ORULE find
found DATIVE_PASSIVE_ORULE find
frenchmen PLUR_NOUN_ORULE frenchman
freshened PAST_VERB_ORULE freshen
freshened PSP_VERB_ORULE freshen
freshened PASSIVE_ORULE freshen
freshening PRP_VERB_ORULE freshen
freshmen PLUR_NOUN_ORULE freshman
frittered PAST_VERB_ORULE fritter
frittered PSP_VERB_ORULE fritter
frittering PRP_VERB_ORULE fritter
froze PAST_VERB_ORULE freeze
frozen PSP_VERB_ORULE freeze
frozen PASSIVE_ORULE freeze
ft PLUR_NOUN_ORULE ft
ft. PLUR_NOUN_ORULE ft.
fuelled PAST_VERB_ORULE fuel
fuelled PSP_VERB_ORULE fuel
fuelled PASSIVE_ORULE fuel
fungi PLUR_NOUN_ORULE fungus
gallows PLUR_NOUN_ORULE gallows
ganglia PLUR_NOUN_ORULE ganglium
gases PLUR_NOUN_ORULE gas
gathered PAST_VERB_ORULE gather
gathered PSP_VERB_ORULE gather
gathered PASSIVE_ORULE gather
gathering PRP_VERB_ORULE gather
gave PAST_VERB_ORULE give
gb PLUR_NOUN_ORULE gb
geese PLUR_NOUN_ORULE goose
genera PLUR_NOUN_ORULE genus
gentlemen PLUR_NOUN_ORULE gentleman
gifted PLUR_NOUN_ORULE gifted
gig PLUR_NOUN_ORULE gig
gigahertz PLUR_NOUN_ORULE gigahertz
given PSP_VERB_ORULE give
given PASSIVE_ORULE give
given DATIVE_PASSIVE_ORULE give
goes THIRD_SG_FIN_VERB_ORULE go
going PRP_VERB_ORULE go
goldfish PLUR_NOUN_ORULE goldfish
gone PSP_VERB_ORULE go
goodies PLUR_NOUN_ORULE goodies
got PAST_VERB_ORULE get
got PSP_VERB_ORULE get
got PASSIVE_ORULE get
gotten PSP_VERB_ORULE get
gotten PASSIVE_ORULE get
governed PLUR_NOUN_ORULE governed
granted PLUR_NOUN_ORULE granted
grew PAST_VERB_ORULE grow
grinded PAST_VERB_ORULE grind
grinded PSP_VERB_ORULE grind
grinded PASSIVE_ORULE grind
grokked PAST_VERB_ORULE grok
grokked PSP_VERB_ORULE grok
grokked PASSIVE_ORULE grok
grottoes PLUR_NOUN_ORULE grotto
grouse PLUR_NOUN_ORULE grouse
ground PAST_VERB_ORULE grind
ground PSP_VERB_ORULE grind
ground PASSIVE_ORULE grind
grown PSP_VERB_ORULE grow
grown PASSIVE_ORULE grow
gullible PLUR_NOUN_ORULE gullible
gunmen PLUR_NOUN_ORULE gunman
gymnastics PLUR_NOUN_ORULE gymnastics
had PAST_VERB_ORULE have
had PSP_VERB_ORULE have
halves PLUR_NOUN_ORULE half
hammered PAST_VERB_ORULE hammer
hammered PSP_VERB_ORULE hammer
hammered PASSIVE_ORULE hammer
hammering PRP_VERB_ORULE hammer
happened PAST_VERB_ORULE happen
happened PSP_VERB_ORULE happen
happening PRP_VERB_ORULE happen
hardy PLUR_NOUN_ORULE hardy
has THIRD_SG_FIN_VERB_ORULE have
hatted NOUN_ADJ_ORULE hat
headquarters PLUR_NOUN_ORULE headquarters
heard PAST_VERB_ORULE hear
heard PSP_VERB_ORULE hear
heard PASSIVE_ORULE hear
heathen PLUR_NOUN_ORULE heathen
held PAST_VERB_ORULE hold
held PSP_VERB_ORULE hold
held PASSIVE_ORULE hold
herdsmen PLUR_NOUN_ORULE herdsman
heroes PLUR_NOUN_ORULE hero
herring PLUR_NOUN_ORULE herring
hid PAST_VERB_ORULE hide
hidden PSP_VERB_ORULE hide
hidden PASSIVE_ORULE hide
highwaymen PLUR_NOUN_ORULE highwayman
hindmost PLUR_NOUN_ORULE hindmost
hit PAST_VERB_ORULE hit
hit PSP_VERB_ORULE hit
hit PASSIVE_ORULE hit
homeless PLUR_NOUN_ORULE homeless
hoofs PLUR_NOUN_ORULE hoof
hooves PLUR_NOUN_ORULE hoof
horsepower PLUR_NOUN_ORULE horsepower
hrs. PLUR_NOUN_ORULE hrs.
humored PAST_VERB_ORULE humor
humored PSP_VERB_ORULE humor
humored PASSIVE_ORULE humor
humoring PRP_VERB_ORULE humor
hundreds PLUR_NOUN_ORULE hundreds
hung PAST_VERB_ORULE hang
hung PSP_VERB_ORULE hang
hung PASSIVE_ORULE hang
hurt PAST_VERB_ORULE hurt
hurt PSP_VERB_ORULE hurt
hurt PASSIVE_ORULE hurt
hypotheses PLUR_NOUN_ORULE hypothesis
hytter PLUR_NOUN_ORULE hytter
incubi PLUR_NOUN_ORULE incubus
inexperienced PLUR_NOUN_ORULE inexperienced
injured PLUR_NOUN_ORULE injured
input PAST_VERB_ORULE input
input PSP_VERB_ORULE input
input PASSIVE_ORULE input
insectivora PLUR_NOUN_ORULE insectivora
interpreted PAST_VERB_ORULE interpret
interpreted PSP_VERB_ORULE interpret
interpreted PASSIVE_ORULE interpret
interpreting PRP_VERB_ORULE interpret
irishmen PLUR_NOUN_ORULE irishman
ironed PAST_VERB_ORULE iron
ironed PSP_VERB_ORULE iron
ironed PASSIVE_ORULE iron
ironing PRP_VERB_ORULE iron
jacuzzis PLUR_NOUN_ORULE jacuzzi
japanese PLUR_NOUN_ORULE japanese
jeans PLUR_NOUN_ORULE jeans
_k PLUR_NOUN_ORULE _k
_k. PLUR_NOUN_ORULE _k.
k PLUR_NOUN_ORULE k
k. PLUR_NOUN_ORULE k.
kept PAST_VERB_ORULE keep
kept PSP_VERB_ORULE keep
kept PASSIVE_ORULE keep
kinsmen PLUR_NOUN_ORULE kinsman
knelt PAST_VERB_ORULE kneel
knelt PSP_VERB_ORULE kneel
knew PAST_VERB_ORULE know
knit PAST_VERB_ORULE knit
knit PSP_VERB_ORULE knit
knit PASSIVE_ORULE knit
knitted PAST_VERB_ORULE knit
knitted PSP_VERB_ORULE knit
knitted PASSIVE_ORULE knit
knives PLUR_NOUN_ORULE knife
known PSP_VERB_ORULE know
known PASSIVE_ORULE know
known CP_PASSIVE_ORULE know
krona PLUR_NOUN_ORULE krona
krone PLUR_NOUN_ORULE krone
laid PAST_VERB_ORULE lay
laid PSP_VERB_ORULE lay
laid PASSIVE_ORULE lay
lain PSP_VERB_ORULE lie
larvae PLUR_NOUN_ORULE larva
latter PLUR_NOUN_ORULE latter
lay PAST_VERB_ORULE lie
lazy PLUR_NOUN_ORULE lazy
leadsmen PAST_VERB_ORULE leadsman
leaned PAST_VERB_ORULE lean
leaned PSP_VERB_ORULE lean
leaned PASSIVE_ORULE lean
leant PAST_VERB_ORULE lean
leant PSP_VERB_ORULE lean
leant PASSIVE_ORULE lean
leaped PAST_VERB_ORULE leap
leaped PSP_VERB_ORULE leap
leapt PAST_VERB_ORULE leap
leapt PSP_VERB_ORULE leap
learned PAST_VERB_ORULE learn
learned PSP_VERB_ORULE learn
learned PASSIVE_ORULE learn
learnt PAST_VERB_ORULE learn
learnt PSP_VERB_ORULE learn
learnt PASSIVE_ORULE learn
leaved NOUN_ADJ_ORULE leaf
leaves PLUR_NOUN_ORULE leaf
led PAST_VERB_ORULE lead
led PSP_VERB_ORULE lead
led PASSIVE_ORULE lead
left PAST_VERB_ORULE leave
left PSP_VERB_ORULE leave
left PASSIVE_ORULE leave
left DATIVE_PASSIVE_ORULE leave
lenses PLUR_NOUN_ORULE lens
lent PAST_VERB_ORULE lend
lent PSP_VERB_ORULE lend
lent PASSIVE_ORULE lend
lent DATIVE_PASSIVE_ORULE lend
let PAST_VERB_ORULE let
let PSP_VERB_ORULE let
let PASSIVE_ORULE let
lichen PLUR_NOUN_ORULE lichen
lichens PLUR_NOUN_ORULE lichen
lied PAST_VERB_ORULE lie
lied PSP_VERB_ORULE lie
lighted PAST_VERB_ORULE light
lighted PSP_VERB_ORULE light
lighted PASSIVE_ORULE light
limited PAST_VERB_ORULE limit
limited PSP_VERB_ORULE limit
limited PASSIVE_ORULE limit
limiting PRP_VERB_ORULE limit
lingered PAST_VERB_ORULE linger
lingered PSP_VERB_ORULE linger
lingering PRP_VERB_ORULE linger
lira PLUR_NOUN_ORULE lira
lire PLUR_NOUN_ORULE lire
listened PAST_VERB_ORULE listen
listened PSP_VERB_ORULE listen
listening PRP_VERB_ORULE listen
lit PAST_VERB_ORULE light
lit PSP_VERB_ORULE light
lit PASSIVE_ORULE light
lives PLUR_NOUN_ORULE life
lifes PLUR_NOUN_ORULE life
livestock PLUR_NOUN_ORULE livestock
loaves PLUR_NOUN_ORULE loaf
logistics PLUR_NOUN_ORULE logistics
loosened PAST_VERB_ORULE loosen
loosened PSP_VERB_ORULE loosen
loosened PASSIVE_ORULE loosen
loosening PRP_VERB_ORULE loosen
lost PAST_VERB_ORULE lose
lost PSP_VERB_ORULE lose
lost PASSIVE_ORULE lose
lowered PAST_VERB_ORULE lower
lowered PSP_VERB_ORULE lower
lowered PASSIVE_ORULE lower
lowering PRP_VERB_ORULE lower
made PAST_VERB_ORULE make
made PSP_VERB_ORULE make
made PASSIVE_ORULE make
made DATIVE_PASSIVE_ORULE make
madmen PLUR_NOUN_ORULE madman
mailmen PLUR_NOUN_ORULE mailman
maltese PLUR_NOUN_ORULE maltese
mammalia PLUR_NOUN_ORULE mammalia
many PLUR_NOUN_ORULE many
markka PLUR_NOUN_ORULE markka
marshaled PAST_VERB_ORULE marshal
marshaled PSP_VERB_ORULE marshal
marshaled PASSIVE_ORULE marshal
marshaling PRP_VERB_ORULE marshal
maxima PLUR_NOUN_ORULE maximum
maximums PLUR_NOUN_ORULE maximum
matrices PLUR_NOUN_ORULE matrix
matrixes PLUR_NOUN_ORULE matrix
mattered PAST_VERB_ORULE matter
